  Frequency             P(V(U1A:OUT) / V(R1:1)) V(U1A:OUT)            V(V1:+)              
  2.103778439766e+000  1.798774963700e+002  9.998866433265e+000  1.000000000000e+000  
  2.108628149933e+000  1.798772139770e+002  9.998866327996e+000  1.000000000000e+000  
  2.113489039837e+000  1.798769309330e+002  9.998866222241e+000  1.000000000000e+000  
  2.118361135248e+000  1.798766472365e+002  9.998866115999e+000  1.000000000000e+000  
  2.123244462000e+000  1.798763628860e+002  9.998866009265e+000  1.000000000000e+000  
  2.128139045983e+000  1.798760778800e+002  9.998865902040e+000  1.000000000000e+000  
  2.133044913147e+000  1.798757922170e+002  9.998865794319e+000  1.000000000000e+000  
  2.137962089502e+000  1.798755058956e+002  9.998865686101e+000  1.000000000000e+000  
  2.142890601120e+000  1.798752189140e+002  9.998865577384e+000  1.000000000000e+000  
  2.147830474130e+000  1.798749312710e+002  9.998865468164e+000  1.000000000000e+000  
  2.152781734724e+000  1.798746429648e+002  9.998865358441e+000  1.000000000000e+000  
  2.157744409153e+000  1.798743539941e+002  9.998865248211e+000  1.000000000000e+000  
  2.162718523727e+000  1.798740643572e+002  9.998865137473e+000  1.000000000000e+000  
  2.167704104820e+000  1.798737740526e+002  9.998865026223e+000  1.000000000000e+000  
  2.172701178864e+000  1.798734830788e+002  9.998864914459e+000  1.000000000000e+000  
  2.177709772353e+000  1.798731914343e+002  9.998864802180e+000  1.000000000000e+000  
  2.182729911843e+000  1.798728991174e+002  9.998864689383e+000  1.000000000000e+000  
  2.187761623950e+000  1.798726061267e+002  9.998864576065e+000  1.000000000000e+000  
  2.192804935350e+000  1.798723124606e+002  9.998864462224e+000  1.000000000000e+000  
  2.197859872785e+000  1.798720181175e+002  9.998864347857e+000  1.000000000000e+000  
  2.202926463053e+000  1.798717230959e+002  9.998864232963e+000  1.000000000000e+000  
  2.208004733019e+000  1.798714273942e+002  9.998864117538e+000  1.000000000000e+000  
  2.213094709606e+000  1.798711310109e+002  9.998864001580e+000  1.000000000000e+000  
  2.218196419800e+000  1.798708339443e+002  9.998863885088e+000  1.000000000000e+000  
  2.223309890651e+000  1.798705361930e+002  9.998863768057e+000  1.000000000000e+000  
  2.228435149270e+000  1.798702377552e+002  9.998863650487e+000  1.000000000000e+000  
  2.233572222830e+000  1.798699386295e+002  9.998863532373e+000  1.000000000000e+000  
  2.238721138568e+000  1.798696388142e+002  9.998863413715e+000  1.000000000000e+000  
  2.243881923783e+000  1.798693383078e+002  9.998863294508e+000  1.000000000000e+000  
  2.249054605836e+000  1.798690371087e+002  9.998863174752e+000  1.000000000000e+000  
  2.254239212152e+000  1.798687352152e+002  9.998863054443e+000  1.000000000000e+000  
  2.259435770221e+000  1.798684326258e+002  9.998862933578e+000  1.000000000000e+000  
  2.264644307593e+000  1.798681293389e+002  9.998862812156e+000  1.000000000000e+000  
  2.269864851884e+000  1.798678253528e+002  9.998862690173e+000  1.000000000000e+000  
  2.275097430772e+000  1.798675206660e+002  9.998862567627e+000  1.000000000000e+000  
  2.280342072000e+000  1.798672152768e+002  9.998862444516e+000  1.000000000000e+000  
  2.285598803375e+000  1.798669091837e+002  9.998862320836e+000  1.000000000000e+000  
  2.290867652768e+000  1.798666023849e+002  9.998862196585e+000  1.000000000000e+000  
  2.296148648112e+000  1.798662948789e+002  9.998862071761e+000  1.000000000000e+000  
  2.301441817408e+000  1.798659866640e+002  9.998861946361e+000  1.000000000000e+000  
  2.306747188720e+000  1.798656777386e+002  9.998861820381e+000  1.000000000000e+000  
  2.312064790176e+000  1.798653681011e+002  9.998861693821e+000  1.000000000000e+000  
  2.317394649968e+000  1.798650577498e+002  9.998861566676e+000  1.000000000000e+000  
  2.322736796357e+000  1.798647466830e+002  9.998861438944e+000  1.000000000000e+000  
  2.328091257665e+000  1.798644348992e+002  9.998861310623e+000  1.000000000000e+000  
  2.333458062281e+000  1.798641223967e+002  9.998861181709e+000  1.000000000000e+000  
  2.338837238659e+000  1.798638091738e+002  9.998861052201e+000  1.000000000000e+000  
  2.344228815320e+000  1.798634952288e+002  9.998860922094e+000  1.000000000000e+000  
  2.349632820848e+000  1.798631805601e+002  9.998860791387e+000  1.000000000000e+000  
  2.355049283896e+000  1.798628651661e+002  9.998860660077e+000  1.000000000000e+000  
  2.360478233181e+000  1.798625490450e+002  9.998860528161e+000  1.000000000000e+000  
  2.365919697486e+000  1.798622321951e+002  9.998860395636e+000  1.000000000000e+000  
  2.371373705662e+000  1.798619146149e+002  9.998860262499e+000  1.000000000000e+000  
  2.376840286625e+000  1.798615963026e+002  9.998860128747e+000  1.000000000000e+000  
  2.382319469359e+000  1.798612772565e+002  9.998859994379e+000  1.000000000000e+000  
  2.387811282913e+000  1.798609574749e+002  9.998859859390e+000  1.000000000000e+000  
  2.393315756405e+000  1.798606369562e+002  9.998859723777e+000  1.000000000000e+000  
  2.398832919019e+000  1.798603156986e+002  9.998859587539e+000  1.000000000000e+000  
  2.404362800007e+000  1.798599937004e+002  9.998859450672e+000  1.000000000000e+000  
  2.409905428687e+000  1.798596709600e+002  9.998859313174e+000  1.000000000000e+000  
  2.415460834445e+000  1.798593474755e+002  9.998859175041e+000  1.000000000000e+000  
  2.421029046736e+000  1.798590232454e+002  9.998859036270e+000  1.000000000000e+000  
  2.426610095082e+000  1.798586982679e+002  9.998858896858e+000  1.000000000000e+000  
  2.432204009074e+000  1.798583725412e+002  9.998858756803e+000  1.000000000000e+000  
  2.437810818369e+000  1.798580460636e+002  9.998858616102e+000  1.000000000000e+000  
  2.443430552694e+000  1.798577188335e+002  9.998858474751e+000  1.000000000000e+000  
  2.449063241845e+000  1.798573908490e+002  9.998858332748e+000  1.000000000000e+000  
  2.454708915685e+000  1.798570621085e+002  9.998858190089e+000  1.000000000000e+000  
  2.460367604148e+000  1.798567326101e+002  9.998858046772e+000  1.000000000000e+000  
  2.466039337234e+000  1.798564023521e+002  9.998857902793e+000  1.000000000000e+000  
  2.471724145016e+000  1.798560713329e+002  9.998857758150e+000  1.000000000000e+000  
  2.477422057633e+000  1.798557395506e+002  9.998857612839e+000  1.000000000000e+000  
  2.483133105296e+000  1.798554070034e+002  9.998857466858e+000  1.000000000000e+000  
  2.488857318282e+000  1.798550736897e+002  9.998857320202e+000  1.000000000000e+000  
  2.494594726943e+000  1.798547396076e+002  9.998857172870e+000  1.000000000000e+000  
  2.500345361696e+000  1.798544047554e+002  9.998857024857e+000  1.000000000000e+000  
  2.506109253032e+000  1.798540691313e+002  9.998856876162e+000  1.000000000000e+000  
  2.511886431510e+000  1.798537327334e+002  9.998856726780e+000  1.000000000000e+000  
  2.517676927759e+000  1.798533955602e+002  9.998856576709e+000  1.000000000000e+000  
  2.523480772481e+000  1.798530576096e+002  9.998856425944e+000  1.000000000000e+000  
  2.529297996446e+000  1.798527188801e+002  9.998856274484e+000  1.000000000000e+000  
  2.535128630498e+000  1.798523793696e+002  9.998856122325e+000  1.000000000000e+000  
  2.540972705549e+000  1.798520390766e+002  9.998855969464e+000  1.000000000000e+000  
  2.546830252585e+000  1.798516979991e+002  9.998855815897e+000  1.000000000000e+000  
  2.552701302661e+000  1.798513561353e+002  9.998855661621e+000  1.000000000000e+000  
  2.558585886906e+000  1.798510134835e+002  9.998855506633e+000  1.000000000000e+000  
  2.564484036518e+000  1.798506700418e+002  9.998855350930e+000  1.000000000000e+000  
  2.570395782769e+000  1.798503258083e+002  9.998855194508e+000  1.000000000000e+000  
  2.576321157003e+000  1.798499807814e+002  9.998855037364e+000  1.000000000000e+000  
  2.582260190635e+000  1.798496349591e+002  9.998854879494e+000  1.000000000000e+000  
  2.588212915153e+000  1.798492883396e+002  9.998854720896e+000  1.000000000000e+000  
  2.594179362119e+000  1.798489409211e+002  9.998854561566e+000  1.000000000000e+000  
  2.600159563165e+000  1.798485927017e+002  9.998854401501e+000  1.000000000000e+000  
  2.606153549999e+000  1.798482436796e+002  9.998854240696e+000  1.000000000000e+000  
  2.612161354399e+000  1.798478938529e+002  9.998854079150e+000  1.000000000000e+000  
  2.618183008219e+000  1.798475432198e+002  9.998853916858e+000  1.000000000000e+000  
  2.624218543384e+000  1.798471917784e+002  9.998853753816e+000  1.000000000000e+000  
  2.630267991895e+000  1.798468395269e+002  9.998853590022e+000  1.000000000000e+000  
  2.636331385825e+000  1.798464864633e+002  9.998853425473e+000  1.000000000000e+000  
  2.642408757322e+000  1.798461325859e+002  9.998853260163e+000  1.000000000000e+000  
  2.648500138607e+000  1.798457778927e+002  9.998853094091e+000  1.000000000000e+000  
  2.654605561975e+000  1.798454223819e+002  9.998852927252e+000  1.000000000000e+000  
  2.660725059799e+000  1.798450660515e+002  9.998852759643e+000  1.000000000000e+000  
  2.666858664521e+000  1.798447088998e+002  9.998852591260e+000  1.000000000000e+000  
  2.673006408663e+000  1.798443509247e+002  9.998852422100e+000  1.000000000000e+000  
  2.679168324819e+000  1.798439921244e+002  9.998852252159e+000  1.000000000000e+000  
  2.685344445658e+000  1.798436324970e+002  9.998852081434e+000  1.000000000000e+000  
  2.691534803927e+000  1.798432720406e+002  9.998851909921e+000  1.000000000000e+000  
  2.697739432445e+000  1.798429107533e+002  9.998851737616e+000  1.000000000000e+000  
  2.703958364109e+000  1.798425486331e+002  9.998851564516e+000  1.000000000000e+000  
  2.710191631891e+000  1.798421856782e+002  9.998851390617e+000  1.000000000000e+000  
  2.716439268839e+000  1.798418218866e+002  9.998851215915e+000  1.000000000000e+000  
  2.722701308078e+000  1.798414572564e+002  9.998851040407e+000  1.000000000000e+000  
  2.728977782808e+000  1.798410917856e+002  9.998850864089e+000  1.000000000000e+000  
  2.735268726307e+000  1.798407254723e+002  9.998850686957e+000  1.000000000000e+000  
  2.741574171928e+000  1.798403583146e+002  9.998850509007e+000  1.000000000000e+000  
  2.747894153102e+000  1.798399903106e+002  9.998850330236e+000  1.000000000000e+000  
  2.754228703338e+000  1.798396214582e+002  9.998850150640e+000  1.000000000000e+000  
  2.760577856220e+000  1.798392517555e+002  9.998849970214e+000  1.000000000000e+000  
  2.766941645411e+000  1.798388812006e+002  9.998849788956e+000  1.000000000000e+000  
  2.773320104652e+000  1.798385097915e+002  9.998849606862e+000  1.000000000000e+000  
  2.779713267759e+000  1.798381375263e+002  9.998849423927e+000  1.000000000000e+000  
  2.786121168630e+000  1.798377644028e+002  9.998849240147e+000  1.000000000000e+000  
  2.792543841237e+000  1.798373904193e+002  9.998849055519e+000  1.000000000000e+000  
  2.798981319634e+000  1.798370155736e+002  9.998848870039e+000  1.000000000000e+000  
  2.805433637952e+000  1.798366398639e+002  9.998848683703e+000  1.000000000000e+000  
  2.811900830399e+000  1.798362632881e+002  9.998848496507e+000  1.000000000000e+000  
  2.818382931264e+000  1.798358858441e+002  9.998848308447e+000  1.000000000000e+000  
  2.824879974916e+000  1.798355075301e+002  9.998848119519e+000  1.000000000000e+000  
  2.831391995799e+000  1.798351283440e+002  9.998847929718e+000  1.000000000000e+000  
  2.837919028441e+000  1.798347482839e+002  9.998847739042e+000  1.000000000000e+000  
  2.844461107448e+000  1.798343673476e+002  9.998847547485e+000  1.000000000000e+000  
  2.851018267504e+000  1.798339855331e+002  9.998847355045e+000  1.000000000000e+000  
  2.857590543375e+000  1.798336028385e+002  9.998847161716e+000  1.000000000000e+000  
  2.864177969907e+000  1.798332192617e+002  9.998846967495e+000  1.000000000000e+000  
  2.870780582025e+000  1.798328348007e+002  9.998846772377e+000  1.000000000000e+000  
  2.877398414736e+000  1.798324494535e+002  9.998846576359e+000  1.000000000000e+000  
  2.884031503127e+000  1.798320632179e+002  9.998846379435e+000  1.000000000000e+000  
  2.890679882365e+000  1.798316760920e+002  9.998846181603e+000  1.000000000000e+000  
  2.897343587701e+000  1.798312880737e+002  9.998845982858e+000  1.000000000000e+000  
  2.904022654464e+000  1.798308991609e+002  9.998845783196e+000  1.000000000000e+000  
  2.910717118067e+000  1.798305093516e+002  9.998845582611e+000  1.000000000000e+000  
  2.917427014001e+000  1.798301186437e+002  9.998845381101e+000  1.000000000000e+000  
  2.924152377843e+000  1.798297270351e+002  9.998845178661e+000  1.000000000000e+000  
  2.930893245250e+000  1.798293345239e+002  9.998844975287e+000  1.000000000000e+000  
  2.937649651961e+000  1.798289411078e+002  9.998844770974e+000  1.000000000000e+000  
  2.944421633799e+000  1.798285467848e+002  9.998844565717e+000  1.000000000000e+000  
  2.951209226666e+000  1.798281515528e+002  9.998844359514e+000  1.000000000000e+000  
  2.958012466551e+000  1.798277554097e+002  9.998844152358e+000  1.000000000000e+000  
  2.964831389524e+000  1.798273583534e+002  9.998843944247e+000  1.000000000000e+000  
  2.971666031738e+000  1.798269603819e+002  9.998843735174e+000  1.000000000000e+000  
  2.978516429429e+000  1.798265614929e+002  9.998843525137e+000  1.000000000000e+000  
  2.985382618918e+000  1.798261616844e+002  9.998843314130e+000  1.000000000000e+000  
  2.992264636608e+000  1.798257609543e+002  9.998843102150e+000  1.000000000000e+000  
  2.999162518988e+000  1.798253593004e+002  9.998842889190e+000  1.000000000000e+000  
  3.006076302628e+000  1.798249567207e+002  9.998842675248e+000  1.000000000000e+000  
  3.013006024186e+000  1.798245532129e+002  9.998842460319e+000  1.000000000000e+000  
  3.019951720402e+000  1.798241487749e+002  9.998842244397e+000  1.000000000000e+000  
  3.026913428101e+000  1.798237434047e+002  9.998842027479e+000  1.000000000000e+000  
  3.033891184194e+000  1.798233371000e+002  9.998841809559e+000  1.000000000000e+000  
  3.040885025676e+000  1.798229298586e+002  9.998841590634e+000  1.000000000000e+000  
  3.047894989628e+000  1.798225216785e+002  9.998841370698e+000  1.000000000000e+000  
  3.054921113215e+000  1.798221125575e+002  9.998841149747e+000  1.000000000000e+000  
  3.061963433691e+000  1.798217024933e+002  9.998840927776e+000  1.000000000000e+000  
  3.069021988391e+000  1.798212914839e+002  9.998840704781e+000  1.000000000000e+000  
  3.076096814741e+000  1.798208795270e+002  9.998840480756e+000  1.000000000000e+000  
  3.083187950249e+000  1.798204666205e+002  9.998840255697e+000  1.000000000000e+000  
  3.090295432514e+000  1.798200527622e+002  9.998840029600e+000  1.000000000000e+000  
  3.097419299217e+000  1.798196379498e+002  9.998839802459e+000  1.000000000000e+000  
  3.104559588128e+000  1.798192221812e+002  9.998839574269e+000  1.000000000000e+000  
  3.111716337106e+000  1.798188054542e+002  9.998839345026e+000  1.000000000000e+000  
  3.118889584094e+000  1.798183877666e+002  9.998839114725e+000  1.000000000000e+000  
  3.126079367124e+000  1.798179691161e+002  9.998838883361e+000  1.000000000000e+000  
  3.133285724316e+000  1.798175495005e+002  9.998838650929e+000  1.000000000000e+000  
  3.140508693876e+000  1.798171289176e+002  9.998838417425e+000  1.000000000000e+000  
  3.147748314101e+000  1.798167073652e+002  9.998838182842e+000  1.000000000000e+000  
  3.155004623375e+000  1.798162848411e+002  9.998837947177e+000  1.000000000000e+000  
  3.162277660168e+000  1.798158613430e+002  9.998837710424e+000  1.000000000000e+000  
  3.169567463043e+000  1.798154368686e+002  9.998837472578e+000  1.000000000000e+000  
  3.176874070650e+000  1.798150114157e+002  9.998837233634e+000  1.000000000000e+000  
  3.184197521726e+000  1.798145849820e+002  9.998836993588e+000  1.000000000000e+000  
  3.191537855101e+000  1.798141575654e+002  9.998836752433e+000  1.000000000000e+000  
  3.198895109691e+000  1.798137291635e+002  9.998836510166e+000  1.000000000000e+000  
  3.206269324505e+000  1.798132997740e+002  9.998836266780e+000  1.000000000000e+000  
  3.213660538640e+000  1.798128693947e+002  9.998836022270e+000  1.000000000000e+000  
  3.221068791283e+000  1.798124380233e+002  9.998835776632e+000  1.000000000000e+000  
  3.228494121713e+000  1.798120056575e+002  9.998835529861e+000  1.000000000000e+000  
  3.235936569296e+000  1.798115722951e+002  9.998835281950e+000  1.000000000000e+000  
  3.243396173493e+000  1.798111379336e+002  9.998835032895e+000  1.000000000000e+000  
  3.250872973854e+000  1.798107025709e+002  9.998834782691e+000  1.000000000000e+000  
  3.258367010020e+000  1.798102662045e+002  9.998834531331e+000  1.000000000000e+000  
  3.265878321723e+000  1.798098288323e+002  9.998834278812e+000  1.000000000000e+000  
  3.273406948788e+000  1.798093904518e+002  9.998834025126e+000  1.000000000000e+000  
  3.280952931131e+000  1.798089510608e+002  9.998833770270e+000  1.000000000000e+000  
