Freq.	Vn002/Vn003(dB, phi)
1.21898959892467e+000	3.76121443034138e+001	-1.64986186816837e+000
1.22179966016467e+000	3.76121983232420e+001	-1.66913114071142e+000
1.22461619926485e+000	3.76122519615617e+001	-1.68840947725634e+000
1.22743923115821e+000	3.76123052193957e+001	-1.70769697941914e+000
1.23026877081218e+000	3.76123580979413e+001	-1.72699374866547e+000
1.23310483322871e+000	3.76124105982747e+001	-1.74629988652003e+000
1.23594743344431e+000	3.76124627214817e+001	-1.76561549462097e+000
1.23879658653017e+000	3.76125144686246e+001	-1.78494067475490e+000
1.24165230759221e+000	3.76125658408308e+001	-1.80427552864802e+000
1.24451461177118e+000	3.76126168391826e+001	-1.82362015813715e+000
1.24738351424274e+000	3.76126674646844e+001	-1.84297466512471e+000
1.25025903021751e+000	3.76127177183947e+001	-1.86233915152818e+000
1.25314117494121e+000	3.76127676014252e+001	-1.88171371927926e+000
1.25602996369467e+000	3.76128171147876e+001	-1.90109847059198e+000
1.25892541179396e+000	3.76128662594599e+001	-1.92049350761057e+000
1.26182753459046e+000	3.76129150365284e+001	-1.93989893250255e+000
1.26473634747094e+000	3.76129634470238e+001	-1.95931484740070e+000
1.26765186585764e+000	3.76130114918875e+001	-1.97874135475912e+000
1.27057410520833e+000	3.76130591721578e+001	-1.99817855708878e+000
1.27350308101645e+000	3.76131064888405e+001	-2.01762655665534e+000
1.27643880881113e+000	3.76131534428945e+001	-2.03708545612329e+000
1.27938130415731e+000	3.76132000353117e+001	-2.05655535806444e+000
1.28233058265581e+000	3.76132462670824e+001	-2.07603636502480e+000
1.28528665994340e+000	3.76132921391622e+001	-2.09552857995220e+000
1.28824955169292e+000	3.76133376524842e+001	-2.11503210555307e+000
1.29121927361332e+000	3.76133828080241e+001	-2.13454704462023e+000
1.29419584144977e+000	3.76134276066680e+001	-2.15407350027435e+000
1.29717927098374e+000	3.76134720494333e+001	-2.17361157526647e+000
1.30016957803308e+000	3.76135161371595e+001	-2.19316137306058e+000
1.30316677845208e+000	3.76135598708503e+001	-2.21272299643123e+000
1.30617088813163e+000	3.76136032513432e+001	-2.23229654886989e+000
1.30918192299919e+000	3.76136462795511e+001	-2.25188213360083e+000
1.31219989901899e+000	3.76136889564515e+001	-2.27147985394130e+000
1.31522483219202e+000	3.76137312828236e+001	-2.29108981338364e+000
1.31825673855619e+000	3.76137732596308e+001	-2.31071211545220e+000
1.32129563418636e+000	3.76138148876605e+001	-2.33034686385067e+000
1.32434153519444e+000	3.76138561679071e+001	-2.34999416195734e+000
1.32739445772952e+000	3.76138971010889e+001	-2.36965411396906e+000
1.33045441797787e+000	3.76139376881432e+001	-2.38932682325426e+000
1.33352143216310e+000	3.76139779299063e+001	-2.40901239409120e+000
1.33659551654622e+000	3.76140178271810e+001	-2.42871093015704e+000
1.33967668742571e+000	3.76140573808447e+001	-2.44842253569577e+000
1.34276496113764e+000	3.76140965917086e+001	-2.46814731478152e+000
1.34586035405572e+000	3.76141354605821e+001	-2.48788537157951e+000
1.34896288259143e+000	3.76141739882292e+001	-2.50763681052092e+000
1.35207256319405e+000	3.76142121755006e+001	-2.52740173588331e+000
1.35518941235081e+000	3.76142500231799e+001	-2.54718025213936e+000
1.35831344658693e+000	3.76142875320488e+001	-2.56697246381440e+000
1.36144468246572e+000	3.76143247028990e+001	-2.58677847556539e+000
1.36458313658870e+000	3.76143615365099e+001	-2.60659839206640e+000
1.36772882559562e+000	3.76143980336379e+001	-2.62643231801272e+000
1.37088176616462e+000	3.76144341949712e+001	-2.64628035858162e+000
1.37404197501229e+000	3.76144700213733e+001	-2.66614261830161e+000
1.37720946889372e+000	3.76145055135300e+001	-2.68601920250275e+000
1.38038426460265e+000	3.76145406722358e+001	-2.70591021611235e+000
1.38356637897155e+000	3.76145754980973e+001	-2.72581576460738e+000
1.38675582887166e+000	3.76146099919501e+001	-2.74573595296319e+000
1.38995263121312e+000	3.76146441544965e+001	-2.76567088660167e+000
1.39315680294507e+000	3.76146779863828e+001	-2.78562067136198e+000
1.39636836105570e+000	3.76147114883857e+001	-2.80558541224913e+000
1.39958732257238e+000	3.76147446611375e+001	-2.82556521536617e+000
1.40281370456172e+000	3.76147775053903e+001	-2.84556018616267e+000
1.40604752412968e+000	3.76148100217740e+001	-2.86557043043113e+000
1.40928879842164e+000	3.76148422109603e+001	-2.88559605442352e+000
1.41253754462252e+000	3.76148740736204e+001	-2.90563716391314e+000
1.41579377995684e+000	3.76149056104785e+001	-2.92569386484835e+000
1.41905752168885e+000	3.76149368221155e+001	-2.94576626348322e+000
1.42232878712258e+000	3.76149677091864e+001	-2.96585446631823e+000
1.42560759360195e+000	3.76149982723788e+001	-2.98595857945284e+000
1.42889395851086e+000	3.76150285122470e+001	-3.00607870954662e+000
1.43218789927330e+000	3.76150584294754e+001	-3.02621496296950e+000
1.43548943335341e+000	3.76150880246920e+001	-3.04636744651371e+000
1.43879857825560e+000	3.76151172984804e+001	-3.06653626671073e+000
1.44211535152463e+000	3.76151462514544e+001	-3.08672153069892e+000
1.44543977074568e+000	3.76151748841948e+001	-3.10692334524805e+000
1.44877185354452e+000	3.76152031973351e+001	-3.12714181723302e+000
1.45211161758750e+000	3.76152311914089e+001	-3.14737705413119e+000
1.45545908058172e+000	3.76152588670030e+001	-3.16762916305650e+000
1.45881426027510e+000	3.76152862247473e+001	-3.18789825108526e+000
1.46217717445647e+000	3.76153132651819e+001	-3.20818442578823e+000
1.46554784095566e+000	3.76153399887804e+001	-3.22848779494754e+000
1.46892627764362e+000	3.76153663962011e+001	-3.24880846566311e+000
1.47231250243247e+000	3.76153924879799e+001	-3.26914654603605e+000
1.47570653327565e+000	3.76154182645647e+001	-3.28950214394641e+000
1.47910838816796e+000	3.76154437265981e+001	-3.30987536698992e+000
1.48251808514570e+000	3.76154688745360e+001	-3.33026632340125e+000
1.48593564228676e+000	3.76154937088982e+001	-3.35067512134612e+000
1.48936107771066e+000	3.76155182302361e+001	-3.37110186891564e+000
1.49279440957874e+000	3.76155424390012e+001	-3.39154667463137e+000
1.49623565609418e+000	3.76155663357423e+001	-3.41200964669090e+000
1.49968483550212e+000	3.76155899209081e+001	-3.43249089390413e+000
1.50314196608977e+000	3.76156131950226e+001	-3.45299052464840e+000
1.50660706618649e+000	3.76156361585649e+001	-3.47350864784287e+000
1.51008015416389e+000	3.76156588119250e+001	-3.49404537254996e+000
1.51356124843595e+000	3.76156811556886e+001	-3.51460080733262e+000
1.51705036745908e+000	3.76157031902324e+001	-3.53517506140133e+000
1.52054752973224e+000	3.76157249160189e+001	-3.55576824411356e+000
1.52405275379703e+000	3.76157463335202e+001	-3.57638046461434e+000
1.52756605823781e+000	3.76157674431311e+001	-3.59701183248265e+000
1.53108746168177e+000	3.76157882453320e+001	-3.61766245697829e+000
1.53461698279903e+000	3.76158087405475e+001	-3.63833244797642e+000
1.53815464030277e+000	3.76158289291791e+001	-3.65902191499715e+000
1.54170045294930e+000	3.76158488115833e+001	-3.67973096810518e+000
1.54525443953815e+000	3.76158683882573e+001	-3.70045971700955e+000
1.54881661891222e+000	3.76158876595331e+001	-3.72120827211179e+000
1.55238700995782e+000	3.76159066258723e+001	-3.74197674341997e+000
1.55596563160481e+000	3.76159252875939e+001	-3.76276524131195e+000
1.55955250282669e+000	3.76159436451567e+001	-3.78357387588262e+000
1.56314764264069e+000	3.76159616988008e+001	-3.80440275831559e+000
1.56675107010788e+000	3.76159794490153e+001	-3.82525199864871e+000
1.57036280433329e+000	3.76159968961357e+001	-3.84612170793680e+000
1.57398286446595e+000	3.76160140404743e+001	-3.86701199706457e+000
1.57761126969908e+000	3.76160308824079e+001	-3.88792297703263e+000
1.58124803927011e+000	3.76160474222788e+001	-3.90885475877856e+000
1.58489319246084e+000	3.76160636603958e+001	-3.92980745393624e+000
1.58854674859751e+000	3.76160795971426e+001	-3.95078117349889e+000
1.59220872705090e+000	3.76160952328036e+001	-3.97177602908509e+000
1.59587914723646e+000	3.76161105676838e+001	-3.99279213235982e+000
1.59955802861440e+000	3.76161256020872e+001	-4.01382959500057e+000
1.60324539068977e+000	3.76161403363381e+001	-4.03488852891055e+000
1.60694125301260e+000	3.76161547707273e+001	-4.05596904593692e+000
1.61064563517800e+000	3.76161689055548e+001	-4.07707125818893e+000
1.61435855682621e+000	3.76161827410874e+001	-4.09819527807877e+000
1.61808003764279e+000	3.76161962775791e+001	-4.11934121778171e+000
1.62181009735865e+000	3.76162095153596e+001	-4.14050918970004e+000
1.62554875575021e+000	3.76162224546595e+001	-4.16169930661425e+000
1.62929603263944e+000	3.76162350957185e+001	-4.18291168121091e+000
1.63305194789406e+000	3.76162474388413e+001	-4.20414642615433e+000
1.63681652142753e+000	3.76162594841892e+001	-4.22540365466955e+000
1.64058977319926e+000	3.76162712320430e+001	-4.24668347981440e+000
1.64437172321465e+000	3.76162826826819e+001	-4.26798601469849e+000
1.64816239152523e+000	3.76162938363078e+001	-4.28931137274065e+000
1.65196179822873e+000	3.76163046930125e+001	-4.31065966756058e+000
1.65576996346924e+000	3.76163152532032e+001	-4.33203101253220e+000
1.65958690743728e+000	3.76163255169806e+001	-4.35342552167319e+000
1.66341265036988e+000	3.76163354845860e+001	-4.37484330865318e+000
1.66724721255078e+000	3.76163451561616e+001	-4.39628448756166e+000
1.67109061431042e+000	3.76163545318926e+001	-4.41774917283213e+000
1.67494287602615e+000	3.76163636120719e+001	-4.43923747837083e+000
1.67880401812227e+000	3.76163723967184e+001	-4.46074951869519e+000
1.68267406107018e+000	3.76163808861236e+001	-4.48228540840292e+000
1.68655302538845e+000	3.76163890803920e+001	-4.50384526222942e+000
1.69044093164297e+000	3.76163969796494e+001	-4.52542919504225e+000
1.69433780044704e+000	3.76164045841075e+001	-4.54703732179537e+000
1.69824365246145e+000	3.76164118938900e+001	-4.56866975743707e+000
1.70215850839466e+000	3.76164189090980e+001	-4.59032661740791e+000
1.70608238900283e+000	3.76164256298971e+001	-4.61200801706013e+000
1.71001531508999e+000	3.76164320564194e+001	-4.63371407181054e+000
1.71395730750813e+000	3.76164381888065e+001	-4.65544489724117e+000
1.71790838715729e+000	3.76164440270365e+001	-4.67720060947621e+000
1.72186857498571e+000	3.76164495713694e+001	-4.69898132425180e+000
1.72583789198991e+000	3.76164548218251e+001	-4.72078715763246e+000
1.72981635921480e+000	3.76164597784766e+001	-4.74261822606688e+000
1.73380399775384e+000	3.76164644415057e+001	-4.76447464559210e+000
1.73780082874908e+000	3.76164688109078e+001	-4.78635653307775e+000
1.74180687339131e+000	3.76164728867756e+001	-4.80826400491027e+000
1.74582215292020e+000	3.76164766691798e+001	-4.83019717819103e+000
1.74984668862436e+000	3.76164801581675e+001	-4.85215616958407e+000
1.75388050184146e+000	3.76164833538186e+001	-4.87414109635702e+000
1.75792361395839e+000	3.76164862561359e+001	-4.89615207566966e+000
1.76197604641133e+000	3.76164888652197e+001	-4.91818922502835e+000
1.76603782068586e+000	3.76164911810600e+001	-4.94025266179947e+000
1.77010895831712e+000	3.76164932037235e+001	-4.96234250387980e+000
1.77418948088986e+000	3.76164949331663e+001	-4.98445886913394e+000
1.77827941003862e+000	3.76164963694864e+001	-5.00660187548429e+000
1.78237876744778e+000	3.76164975126056e+001	-5.02877164104475e+000
1.78648757485174e+000	3.76164983626427e+001	-5.05096828405502e+000
1.79060585403498e+000	3.76164989194971e+001	-5.07319192312957e+000
1.79473362683222e+000	3.76164991832095e+001	-5.09544267676436e+000
1.79887091512848e+000	3.76164991537219e+001	-5.11772066374851e+000
1.80301774085926e+000	3.76164988310199e+001	-5.14002600315647e+000
1.80717412601061e+000	3.76164982150986e+001	-5.16235881377295e+000
1.81134009261929e+000	3.76164973059315e+001	-5.18471921503399e+000
1.81551566277282e+000	3.76164961033937e+001	-5.20710732635004e+000
1.81970085860967e+000	3.76164946075662e+001	-5.22952326711282e+000
1.82389570231932e+000	3.76164928183446e+001	-5.25196715705888e+000
1.82810021614243e+000	3.76164907355919e+001	-5.27443911618229e+000
1.83231442237089e+000	3.76164883593548e+001	-5.29693926428199e+000
1.83653834334803e+000	3.76164856894959e+001	-5.31946772171904e+000
1.84077200146864e+000	3.76164827259200e+001	-5.34202460889138e+000
1.84501541917915e+000	3.76164794685860e+001	-5.36461004612308e+000
1.84926861897776e+000	3.76164759174201e+001	-5.38722415407070e+000
1.85353162341449e+000	3.76164720722609e+001	-5.40986705351456e+000
1.85780445509138e+000	3.76164679330019e+001	-5.43253886577538e+000
1.86208713666254e+000	3.76164634995791e+001	-5.45523971181555e+000
1.86637969083435e+000	3.76164587718735e+001	-5.47796971282749e+000
1.87068214036548e+000	3.76164537497451e+001	-5.50072899044506e+000
1.87499450806709e+000	3.76164484330314e+001	-5.52351766631360e+000
1.87931681680294e+000	3.76164428216021e+001	-5.54633586229957e+000
1.88364908948947e+000	3.76164369154033e+001	-5.56918370012658e+000
1.88799134909596e+000	3.76164307141743e+001	-5.59206130234313e+000
1.89234361864465e+000	3.76164242178386e+001	-5.61496879087553e+000
1.89670592121082e+000	3.76164174261247e+001	-5.63790628858468e+000
1.90107827992297e+000	3.76164103389778e+001	-5.66087391788398e+000
1.90546071796291e+000	3.76164029561583e+001	-5.68387180172603e+000
1.90985325856590e+000	3.76163952775354e+001	-5.70690006291973e+000
1.91425592502075e+000	3.76163873028480e+001	-5.72995882494957e+000
1.91866874066995e+000	3.76163790319544e+001	-5.75304821101156e+000
1.92309172890982e+000	3.76163704646475e+001	-5.77616834468583e+000
1.92752491319060e+000	3.76163616006986e+001	-5.79931934953155e+000
1.93196831701659e+000	3.76163524399230e+001	-5.82250134966048e+000
1.93642196394627e+000	3.76163429820591e+001	-5.84571446892030e+000
1.94088587759244e+000	3.76163332269221e+001	-5.86895883156202e+000
1.94536008162232e+000	3.76163231742293e+001	-5.89223456208342e+000
1.94984459975770e+000	3.76163128238073e+001	-5.91554178505508e+000
1.95433945577505e+000	3.76163021753194e+001	-5.93888062530745e+000
1.95884467350565e+000	3.76162912285705e+001	-5.96225120774099e+000
1.96336027683570e+000	3.76162799832888e+001	-5.98565365735584e+000
1.96788628970650e+000	3.76162684392367e+001	-6.00908809945885e+000
1.97242273611451e+000	3.76162565960784e+001	-6.03255465967754e+000
1.97696964011151e+000	3.76162444535767e+001	-6.05605346368317e+000
1.98152702580475e+000	3.76162320114612e+001	-6.07958463728047e+000
1.98609491735702e+000	3.76162192693430e+001	-6.10314830663949e+000
1.99067333898684e+000	3.76162062270720e+001	-6.12674459762849e+000
1.99526231496853e+000	3.76161928841954e+001	-6.15037363708568e+000
1.99986186963239e+000	3.76161792404765e+001	-6.17403555129837e+000
2.00447202736481e+000	3.76161652956044e+001	-6.19773046716892e+000
2.00909281260837e+000	3.76161510492570e+001	-6.22145851162445e+000
2.01372424986203e+000	3.76161365010158e+001	-6.24521981206570e+000
2.01836636368121e+000	3.76161216506453e+001	-6.26901449535047e+000
2.02301917867792e+000	3.76161064977609e+001	-6.29284268932559e+000
2.02768271952093e+000	3.76160910419455e+001	-6.31670452186681e+000
2.03235701093586e+000	3.76160752829551e+001	-6.34060012056672e+000
2.03704207770536e+000	3.76160592203413e+001	-6.36452961379546e+000
2.04173794466917e+000	3.76160428537745e+001	-6.38849312957657e+000
2.04644463672431e+000	3.76160261828299e+001	-6.41249079680614e+000
2.05116217882520e+000	3.76160092071354e+001	-6.43652274378998e+000
2.05589059598378e+000	3.76159919263433e+001	-6.46058909968887e+000
2.06062991326964e+000	3.76159743399969e+001	-6.48468999342815e+000
2.06538015581016e+000	3.76159564477279e+001	-6.50882555441551e+000
2.07014134879068e+000	3.76159382491130e+001	-6.53299591188554e+000
2.07491351745454e+000	3.76159197436993e+001	-6.55720119583535e+000
2.07969668710333e+000	3.76159009310982e+001	-6.58144153592156e+000
2.08449088309692e+000	3.76158818108798e+001	-6.60571706234889e+000
2.08929613085367e+000	3.76158623825590e+001	-6.63002790522256e+000
2.09411245585052e+000	3.76158426457082e+001	-6.65437419524948e+000
2.09893988362315e+000	3.76158225999204e+001	-6.67875606281260e+000
2.10377843976610e+000	3.76158022446614e+001	-6.70317363914351e+000
2.10862814993292e+000	3.76157815794937e+001	-6.72762705513826e+000
2.11348903983627e+000	3.76157606039494e+001	-6.75211644209438e+000
2.11836113524813e+000	3.76157393175392e+001	-6.77664193135500e+000
2.12324446199984e+000	3.76157177197547e+001	-6.80120365495386e+000
2.12813904598233e+000	3.76156958101733e+001	-6.82580174444501e+000
2.13304491314620e+000	3.76156735882133e+001	-6.85043633231924e+000
2.13796208950185e+000	3.76156510533778e+001	-6.87510755051736e+000
2.14289060111968e+000	3.76156282051750e+001	-6.89981553195777e+000
2.14783047413015e+000	3.76156050430671e+001	-6.92456040903384e+000
2.15278173472399e+000	3.76155815665417e+001	-6.94934231482858e+000
2.15774440915228e+000	3.76155577750222e+001	-6.97416138262523e+000
2.16271852372664e+000	3.76155336679872e+001	-6.99901774574124e+000
2.16770410481931e+000	3.76155092449263e+001	-7.02391153739454e+000
2.17270117886336e+000	3.76154845052039e+001	-7.04884289202746e+000
2.17770977235277e+000	3.76154594482907e+001	-7.07381194331587e+000
2.18272991184261e+000	3.76154340736167e+001	-7.09881882542412e+000
2.18776162394916e+000	3.76154083806027e+001	-7.12386367285493e+000
2.19280493535006e+000	3.76153823686276e+001	-7.14894662038680e+000
2.19785987278443e+000	3.76153560371697e+001	-7.17406780275434e+000
2.20292646305306e+000	3.76153293855565e+001	-7.19922735520696e+000
2.20800473301851e+000	3.76153024132153e+001	-7.22442541302560e+000
2.21309470960524e+000	3.76152751195196e+001	-7.24966211162686e+000
2.21819641979982e+000	3.76152475038680e+001	-7.27493758690511e+000
2.22330989065101e+000	3.76152195655832e+001	-7.30025197475605e+000
2.22843514926991e+000	3.76151913040666e+001	-7.32560541139812e+000
2.23357222283013e+000	3.76151627186676e+001	-7.35099803340600e+000
2.23872113856794e+000	3.76151338087145e+001	-7.37642997734282e+000
2.24388192378237e+000	3.76151045735915e+001	-7.40190137988649e+000
2.24905460583538e+000	3.76150750125882e+001	-7.42741237837131e+000
2.25423921215203e+000	3.76150451250279e+001	-7.45296311003661e+000
2.25943577022057e+000	3.76150149102702e+001	-7.47855371267750e+000
2.26464430759265e+000	3.76149843675863e+001	-7.50418432380801e+000
2.26986485188342e+000	3.76149534963276e+001	-7.52985508141696e+000
2.27509743077166e+000	3.76149222957512e+001	-7.55556612407891e+000
2.28034207200001e+000	3.76148907651234e+001	-7.58131758992455e+000
2.28559880337502e+000	3.76148589037815e+001	-7.60710961785072e+000
2.29086765276736e+000	3.76148267109745e+001	-7.63294234654944e+000
2.29614864811195e+000	3.76147941859681e+001	-7.65881591549451e+000
2.30144181740810e+000	3.76147613280392e+001	-7.68473046400375e+000
2.30674718871966e+000	3.76147281363905e+001	-7.71068613169634e+000
2.31206479017518e+000	3.76146946103482e+001	-7.73668305858626e+000
2.31739464996806e+000	3.76146607490849e+001	-7.76272138436013e+000
2.32273679635669e+000	3.76146265518455e+001	-7.78880124976358e+000
2.32809125766459e+000	3.76145920178545e+001	-7.81492279554323e+000
2.33345806228058e+000	3.76145571463137e+001	-7.84108616208955e+000
2.33883723865893e+000	3.76145219364426e+001	-7.86729149086552e+000
2.34422881531950e+000	3.76144863874165e+001	-7.89353892298452e+000
2.34963282084788e+000	3.76144504985110e+001	-7.91982859967755e+000
2.35504928389559e+000	3.76144142688016e+001	-7.94616066330953e+000
2.36047823318015e+000	3.76143776975260e+001	-7.97253525569720e+000
2.36591969748533e+000	3.76143407838046e+001	-7.99895251898180e+000
2.37137370566123e+000	3.76143035268725e+001	-8.02541259592325e+000
2.37684028662445e+000	3.76142659258124e+001	-8.05191562925329e+000
2.38231946935826e+000	3.76142279797872e+001	-8.07846176204660e+000
2.38781128291275e+000	3.76141896879500e+001	-8.10505113731524e+000
2.39331575640496e+000	3.76141510494155e+001	-8.13168389880536e+000
2.39883291901906e+000	3.76141120633107e+001	-8.15836019019629e+000
2.40436280000650e+000	3.76140727287340e+001	-8.18508015561554e+000
2.40990542868616e+000	3.76140330448183e+001	-8.21184393925935e+000
2.41546083444450e+000	3.76139930106552e+001	-8.23865168549001e+000
2.42102904673574e+000	3.76139526252887e+001	-8.26550353948568e+000
2.42661009508198e+000	3.76139118878708e+001	-8.29239964604491e+000
2.43220400907338e+000	3.76138707974052e+001	-8.31934015045093e+000
2.43781081836831e+000	3.76138293530081e+001	-8.34632519825671e+000
2.44343055269353e+000	3.76137875537330e+001	-8.37335493519044e+000
2.44906324184430e+000	3.76137453985935e+001	-8.40042950729378e+000
2.45470891568459e+000	3.76137028866411e+001	-8.42754906126236e+000
2.46036760414718e+000	3.76136600169376e+001	-8.45471374329762e+000
2.46603933723389e+000	3.76136167884836e+001	-8.48192370014203e+000
2.47172414501568e+000	3.76135732002876e+001	-8.50917907934600e+000
2.47742205763284e+000	3.76135292514094e+001	-8.53648002781328e+000
2.48313310529512e+000	3.76134849407759e+001	-8.56382669351709e+000
2.48885731828194e+000	3.76134402674342e+001	-8.59121922412479e+000
2.49459472694250e+000	3.76133952303165e+001	-8.61865776786502e+000
2.50034536169598e+000	3.76133498284345e+001	-8.64614247318042e+000
2.50610925303166e+000	3.76133040607177e+001	-8.67367348892156e+000
2.51188643150912e+000	3.76132579262045e+001	-8.70125096364073e+000
2.51767692775840e+000	3.76132114237768e+001	-8.72887504675657e+000
2.52348077248012e+000	3.76131645523426e+001	-8.75654588792011e+000
2.52929799644569e+000	3.76131173109194e+001	-8.78426363663149e+000
2.53512863049745e+000	3.76130696984014e+001	-8.81202844317816e+000
2.54097270554884e+000	3.76130217136950e+001	-8.83984045772561e+000
2.54683025258458e+000	3.76129733557117e+001	-8.86769983090119e+000
2.55270130266078e+000	3.76129246233019e+001	-8.89560671374044e+000
2.55858588690518e+000	3.76128755154369e+001	-8.92356125691295e+000
2.56448403651725e+000	3.76128260309537e+001	-8.95156361209760e+000
2.57039578276840e+000	3.76127761687371e+001	-8.97961393106553e+000
2.57632115700211e+000	3.76127259276304e+001	-9.00771236570458e+000
2.58226019063413e+000	3.76126753064826e+001	-9.03585906829835e+000
2.58821291515262e+000	3.76126243041988e+001	-9.06405419114535e+000
2.59417936211834e+000	3.76125729195611e+001	-9.09229788727042e+000
2.60015956316480e+000	3.76125211514086e+001	-9.12059030971876e+000
2.60615354999842e+000	3.76124689985636e+001	-9.14893161193730e+000
2.61216135439873e+000	3.76124164598626e+001	-9.17732194748233e+000
2.61818300821851e+000	3.76123635340388e+001	-9.20576147041561e+000
2.62421854338396e+000	3.76123102199579e+001	-9.23425033465254e+000
2.63026799189490e+000	3.76122565163844e+001	-9.26278869490537e+000
2.63633138582490e+000	3.76122024220982e+001	-9.29137670606977e+000
2.64240875732146e+000	3.76121479357739e+001	-9.32001452333621e+000
2.64850013860622e+000	3.76120930562830e+001	-9.34870230158561e+000
2.65460556197505e+000	3.76120377823560e+001	-9.37744019687498e+000
2.66072505979832e+000	3.76119821126707e+001	-9.40622836525527e+000
2.66685866452099e+000	3.76119260459939e+001	-9.43506696264907e+000
2.67300640866282e+000	3.76118695810704e+001	-9.46395614597456e+000
2.67916832481854e+000	3.76118127165447e+001	-9.49289607165730e+000
2.68534444565802e+000	3.76117554511818e+001	-9.52188689714261e+000
2.69153480392642e+000	3.76116977836587e+001	-9.55092877952540e+000
2.69773943244443e+000	3.76116397126102e+001	-9.58002187712375e+000
2.70395836410835e+000	3.76115812367560e+001	-9.60916634755760e+000
2.71019163189035e+000	3.76115223547589e+001	-9.63836234924389e+000
2.71643926883859e+000	3.76114630652322e+001	-9.66761004089064e+000
2.72270130807741e+000	3.76114033668798e+001	-9.69690958123029e+000
2.72897778280754e+000	3.76113432582935e+001	-9.72626112967074e+000
2.73526872630621e+000	3.76112827381126e+001	-9.75566484573576e+000
2.74157417192738e+000	3.76112218049597e+001	-9.78512088923168e+000
2.74789415310189e+000	3.76111604574084e+001	-9.81462942033144e+000
2.75422870333766e+000	3.76110986940930e+001	-9.84419059953937e+000
2.76057785621984e+000	3.76110365135662e+001	-9.87380458773990e+000
2.76694164541100e+000	3.76109739144161e+001	-9.90347154579888e+000
2.77332010465133e+000	3.76109108951946e+001	-9.93319163509363e+000
2.77971326775878e+000	3.76108474545256e+001	-9.96296501740192e+000
2.78612116862926e+000	3.76107835908958e+001	-9.99279185476690e+000
2.79254384123683e+000	3.76107193028417e+001	-1.00226723095691e+001
2.79898131963385e+000	3.76106545889029e+001	-1.00526065441861e+001
2.80543363795120e+000	3.76105894475975e+001	-1.00825947219425e+001
2.81190083039842e+000	3.76105238774117e+001	-1.01126370059574e+001
2.81838293126394e+000	3.76104578768617e+001	-1.01427335598462e+001
2.82487997491519e+000	3.76103914444234e+001	-1.01728845473138e+001
2.83139199579886e+000	3.76103245786057e+001	-1.02030901329936e+001
2.83791902844103e+000	3.76102572777973e+001	-1.02333504810683e+001
2.84446110744739e+000	3.76101895405608e+001	-1.02636657565926e+001
2.85101826750338e+000	3.76101213652557e+001	-1.02940361247112e+001
2.85759054337442e+000	3.76100527503358e+001	-1.03244617509721e+001
2.86417796990605e+000	3.76099836942378e+001	-1.03549428010838e+001
2.87078058202416e+000	3.76099141953973e+001	-1.03854794414868e+001
2.87739841473514e+000	3.76098442521539e+001	-1.04160718385299e+001
2.88403150312607e+000	3.76097738629841e+001	-1.04467201588047e+001
2.89067988236494e+000	3.76097030261713e+001	-1.04774245701532e+001
2.89734358770079e+000	3.76096317401351e+001	-1.05081852393655e+001
2.90402265446391e+000	3.76095600032470e+001	-1.05390023347832e+001
2.91071711806607e+000	3.76094878138867e+001	-1.05698760240417e+001
2.91742701400063e+000	3.76094151703583e+001	-1.06008064757631e+001
2.92415237784280e+000	3.76093420709549e+001	-1.06317938592454e+001
2.93089324524978e+000	3.76092685140316e+001	-1.06628383431313e+001
2.93764965196099e+000	3.76091944978716e+001	-1.06939400972718e+001
2.94442163379822e+000	3.76091200207707e+001	-1.07250992913204e+001
2.95120922666584e+000	3.76090450810758e+001	-1.07563160953649e+001
2.95801246655100e+000	3.76089696770327e+001	-1.07875906799258e+001
2.96483138952379e+000	3.76088938068523e+001	-1.08189232161412e+001
2.97166603173748e+000	3.76088174688147e+001	-1.08503138750771e+001
2.97851642942864e+000	3.76087406611529e+001	-1.08817628282116e+001
2.98538261891741e+000	3.76086633821087e+001	-1.09132702475540e+001
2.99226463660764e+000	3.76085856298835e+001	-1.09448363050920e+001
2.99916251898710e+000	3.76085074027135e+001	-1.09764611736992e+001
3.00607630262767e+000	3.76084286987817e+001	-1.10081450260897e+001
3.01300602418556e+000	3.76083495162510e+001	-1.10398880358167e+001
3.01995172040146e+000	3.76082698532973e+001	-1.10716903762505e+001
3.02691342810075e+000	3.76081897080861e+001	-1.11035522215976e+001
3.03389118419371e+000	3.76081090787781e+001	-1.11354737462512e+001
3.04088502567572e+000	3.76080279634712e+001	-1.11674551244583e+001
3.04789498962742e+000	3.76079463603547e+001	-1.11994965316229e+001
3.05492111321495e+000	3.76078642674937e+001	-1.12315981433936e+001
3.06196343369011e+000	3.76077816829747e+001	-1.12637601350208e+001
3.06902198839059e+000	3.76076986049346e+001	-1.12959826830805e+001
3.07609681474014e+000	3.76076150314087e+001	-1.13282659634451e+001
3.08318795024878e+000	3.76075309604682e+001	-1.13606101540476e+001
3.09029543251302e+000	3.76074463902233e+001	-1.13930154308280e+001
3.09741929921600e+000	3.76073613186403e+001	-1.14254819724453e+001
3.10455958812778e+000	3.76072757437744e+001	-1.14580099561994e+001
3.11171633710544e+000	3.76071896636127e+001	-1.14905995608498e+001
3.11888958409336e+000	3.76071030762377e+001	-1.15232509644444e+001
3.12607936712337e+000	3.76070159795347e+001	-1.15559643467704e+001
3.13328572431500e+000	3.76069283716026e+001	-1.15887398866363e+001
